log,summary
[ALERT] email-dispatcher on worker-d: lookup of cart-service returned NXDOMAIN,"DNS resolution of cart-service failed with NXDOMAIN, leaving email-dispatcher on worker-d unable to connect."
"[CRIT] throttling active on /api/v1/uploads: inventory-sync rejecting excess traffic with 429 (limit 300/min, retry after 5s)",Rate limiting kicked in on /api/v1/uploads — over 300/min — and inventory-sync now answers 429 with retry-after 5s.
WARN service=inventory-sync queue=reports.nightly redeliveries=24 action=dead_letter error=TimeoutError,"After 24 failed deliveries to inventory-sync (TimeoutError), the reports.nightly message landed in the dead-letter queue."
ERROR service=ledger-service host=worker-c oom_killed=true limit=2048Mi function=startContainer exit=137,An out-of-memory kill terminated ledger-service on worker-c (exit 137); the startContainer process breached the 2048Mi cap.
"[ALERT] container runtime killed notify-hub on node-06: memory limit 2048Mi reached inside startContainer, exit code 137",notify-hub on node-06 ran out of memory: startContainer crossed the 2048Mi limit and the container exited with code 137.
payment-worker exited during startup: required environment variable LOG_LEVEL is not set. buildIndex aborted with status 1.,Startup of payment-worker aborted in buildIndex — the required LOG_LEVEL setting was never provided.
[ALERT] report-builder: permission denied for reporting_ro on sessions during startContainer (error 1044),"report-builder was denied access to table sessions: role reporting_ro lacks the required grant, producing error 1044 in startContainer."
Upstream cart-service returned 503 for /api/v1/reports after 7057ms. Circuit breaker in inventory-sync is now open.,inventory-sync opened its circuit breaker after cart-service answered /api/v1/reports with 503 (latest attempt took 7057ms).
[ALERT] lock wait on products: auth-gateway transaction in writeSnapshot aborted after 1000ms,auth-gateway's query on products was aborted after 1000ms — the statement timeout fired during writeSnapshot.
"[CRIT] invoice-rollup did not complete: exit 1 after 471s (step syncReplica, node-03)",The invoice-rollup scheduled job failed on node-03: it exited 1 after 471s while running syncReplica.
WARN service=payment-worker endpoint=/api/v1/orders code=403 reason=token_expired expired_min=593,An expired token (593 minutes past validity) caused payment-worker to reject /api/v1/orders with 403.
FATAL service=session-store fn=processBatch missing_env=TLS_CERT_PATH exit=1,A missing TLS_CERT_PATH value stopped session-store from booting (processBatch exited 1).
Client exceeded 60 requests per minute on /api/v1/checkout; cart-service is responding 429 with retry-after 15s.,Traffic to /api/v1/checkout passed 60 requests per minute and cart-service began returning 429 (retry after 15s).
WARN service=backup-agent table=orders elapsed_ms=1000 fn=connectDb msg=statement timeout,A statement from backup-agent against orders ran past the 1000ms timeout and was cancelled in connectDb.
Client exceeded 600 requests per minute on /api/v1/reports; thumbnail-worker is responding 429 with retry-after 15s.,"thumbnail-worker is throttling /api/v1/reports: the 600-per-minute limit was exceeded, so callers get 429 with a 15s retry-after."
WARN service=report-builder endpoint=/api/v1/search limit_per_min=600 code=429 retry_after_s=15,Traffic to /api/v1/search passed 600 requests per minute and report-builder began returning 429 (retry after 15s).
email-dispatcher exited during startup: required environment variable QUEUE_URL is not set. flushBuffer aborted with status 1.,email-dispatcher failed to start because the QUEUE_URL environment variable is missing; flushBuffer exited with status 1.
ERROR service=backup-agent phase=image_pull code=503 tag=v9.12.3 msg=pull backoff,Registry error 503 blocked backup-agent from pulling image tag v9.12.3.
ERROR service=email-dispatcher upstream=media-encoder endpoint=/api/v1/orders code=502 elapsed_ms=4617 breaker=open,email-dispatcher opened its circuit breaker after media-encoder answered /api/v1/orders with 502 (latest attempt took 4617ms).
WARN service=notify-hub endpoint=/api/v1/orders code=403 reason=token_expired expired_min=71,An expired token (71 minutes past validity) caused notify-hub to reject /api/v1/orders with 403.
TLS handshake with thumbnail-worker failed: certificate expired 36 days ago. runMigration aborted the connection.,Connections to thumbnail-worker are failing because its TLS certificate expired 36 days ago; runMigration rejects the handshake.
[ERROR] consumer lag on orders.created: notify-hub is 9 messages behind; oldest message failed with TimeoutError,"After 9 failed deliveries to notify-hub (TimeoutError), the orders.created message landed in the dead-letter queue."
ERROR service=report-builder host=worker-b upstream=ledger-service dns=NXDOMAIN,"DNS resolution of ledger-service failed with NXDOMAIN, leaving report-builder on worker-b unable to connect."
Request to /api/v1/orders rejected with 401: the session token presented to search-indexer expired 486 minutes ago.,The /api/v1/orders call failed with 401: search-indexer saw credentials that lapsed 486 minutes ago.
"[ERROR] throttling active on /api/v1/sessions: backup-agent rejecting excess traffic with 429 (limit 600/min, retry after 5s)",Rate limiting kicked in on /api/v1/sessions — over 600/min — and backup-agent now answers 429 with retry-after 5s.
ERROR service=backup-agent fn=openChannel db_port=5432 code=61 msg=connection refused elapsed_ms=7587,backup-agent failed to reach the database: openChannel received a connection-refused error (code 61) on port 5432 after 7587ms.
FATAL service=report-builder fn=renewLease missing_env=API_BASE_URL exit=1,A missing API_BASE_URL value stopped report-builder from booting (renewLease exited 1).
ERROR service=ledger-service host=node-03 oom_killed=true limit=2048Mi function=resolveHost exit=137,ledger-service on node-03 ran out of memory: resolveHost crossed the 2048Mi limit and the container exited with code 137.
[ERROR] node-01: volume /var/lib/data at 99%; writes from geo-resolver are failing in openChannel,Writes from geo-resolver on node-01 are failing because volume /var/lib/data is 99% full — openChannel hit 'no space left on device'.
Upstream payment-worker returned 502 for /api/v1/reports after 22793ms. Circuit breaker in thumbnail-worker is now open.,"The payment-worker upstream is failing /api/v1/reports with 502, so thumbnail-worker stopped sending traffic (breaker open)."
TLS handshake with search-indexer failed: certificate expired 82 days ago. decodePayload aborted the connection.,"The TLS certificate presented by search-indexer lapsed 82 days ago, so the handshake in decodePayload was aborted."
ERROR service=auth-gateway fn=processBatch tls=handshake_failed reason=certificate_expired expired_days=13,"auth-gateway has an expired TLS certificate (13 days past validity), causing handshake failures in processBatch."
ERROR service=backup-agent upstream=webhook-relay endpoint=/api/v1/search code=502 elapsed_ms=6010 breaker=open,Repeated 502 errors from webhook-relay on /api/v1/search tripped backup-agent's circuit breaker.
ERROR service=auth-gateway host=node-09 oom_killed=true limit=1024Mi function=renewLease exit=137,auth-gateway on node-09 ran out of memory: renewLease crossed the 1024Mi limit and the container exited with code 137.
[ERROR] catalog-api: permission denied for migrator on payments during resolveHost (error 42501),Error 42501 in resolveHost: the migrator role used by catalog-api has no access to payments.
Failed to pull image for inventory-sync: registry returned 401 while fetching tag v7.5.5. Retrying with backoff.,Registry error 401 blocked inventory-sync from pulling image tag v7.5.5.
"[ALERT] feed-aggregator deployment stalled: image tag v2.0.1 could not be pulled, registry answered 404","The feed-aggregator image pull for tag v2.0.1 failed with registry error 404, leaving the deployment in backoff."
[ALERT] payment-worker: 16 consecutive 502 responses from feed-aggregator on /api/v1/sessions; breaker opened,"The feed-aggregator upstream is failing /api/v1/sessions with 502, so payment-worker stopped sending traffic (breaker open)."
Upstream feed-aggregator returned 502 for /api/v1/checkout after 8008ms. Circuit breaker in search-indexer is now open.,search-indexer opened its circuit breaker after feed-aggregator answered /api/v1/checkout with 502 (latest attempt took 8008ms).
ERROR job=invoice-rollup host=worker-a elapsed_s=3117 exit=1 last_step=openChannel,"invoice-rollup aborted with exit status 1 on worker-a; the failure happened 3117s in, during openChannel."
ERROR service=report-builder host=worker-a oom_killed=true limit=1024Mi function=processBatch exit=137,An out-of-memory kill terminated report-builder on worker-a (exit 137); the processBatch process breached the 1024Mi cap.
"[ALERT] startup failure in webhook-relay: LOG_LEVEL unset, syncReplica cannot continue",A missing LOG_LEVEL value stopped webhook-relay from booting (syncReplica exited 1).
FATAL service=auth-gateway fn=handleRequest missing_env=LOG_LEVEL exit=1,auth-gateway failed to start because the LOG_LEVEL environment variable is missing; handleRequest exited with status 1.
